,text,ori_tweet
6235,looks like obama stop potentially dangerous flights west africa hell wrong guy ,Looks like Obama will not stop the very potentially dangerous flights to and from West Africa. What the hell is wrong with this guy?
6236,katyperry watched russell brand think mind fried looks really bad russell total joke dummy lost ,".@katyperry  I watched Russell Brand and I think his mind is fried - he looks really bad. Russell is a total joke, a dummy who is lost!"
6237,katyperry katy hell thinking married loser russell brand guy got nothing going waste ,".@katyperry  Katy, what the hell were you thinking when you married loser Russell Brand. There is a guy who has got nothing going, a waste!"
6238,katyperry must drunk married russell brand rustyrockets send really nice letter apology ,.@katyperry must have been drunk when she married Russell Brand @rustyrockets – but he did send me a really nice letter of apology!
6239,watched russell brand rustyrockets jimmyfallon show night hell people see russell major loser ,I watched Russell Brand @rustyrockets on the @jimmyfallon show the other night—what the hell do people see in Russell—a major loser!
6240,read victory sleazebag agschneiderman people fight right ,Read about my victory against sleazebag @AGSchneiderman. More people should fight when they’re right! http://on.fb.me/1viGmj1 
6241,ebola nurse never allowed fly cleveland amazing back nothing works great country anymore ,The Ebola nurse should NEVER have been allowed to fly to Cleveland and (amazing) back again. Nothing works in our once great country anymore
6242,triplemmom realdonaldtrump iamerunbe african nations r restricting air travel racist ,"""@triplemmom: @realDonaldTrump @iamerunbe African nations r restricting air travel from each other....is that racist?"""
6243,periodpride successful people people right idea never ever quit gave realdonaldtrump ,"""@PeriodPride: ""The most successful people are the people that had the right idea but never ever quit or gave up!"" ~ @realDonaldTrump"
6244,starting think something seriously wrong president obama mental health stop flights psycho ,I am starting to think that there is something seriously wrong with President Obama's mental health. Why won't he stop the flights. Psycho!
6245,time airline pilots flight attendants airlines stop flights west africa right ,"It is time for the airline pilots, flight attendants and the airlines themselves to stop flights to and from West Africa. Do it right now!"
6246,dubd42 realdonaldtrump president ,"""@DubD42: @realDonaldTrump for president! """
6247,nicolebnagy donald trump really consider running president certainly head right realdonaldtrump ,"""@Nicolebnagy: Donald Trump should really consider running for President. He certainly has his head on right! @realDonaldTrump"
6248,mark brown pe great man said tell hard job going tell hard finished ,"""@mark_brown_pe: A great man once said ""Don't tell me how hard a job is going to be, tell me how hard it was, when you are finished!"""
6249,great victory lightweight eric schneiderman case trump u thrown gutted little remains ,I just had a great victory against lightweight A.G. Eric Schneiderman. Most of his case re Trump U. was thrown out or gutted. Little remains
6250,believe mitt romney would run president chance blew last weeks race ,I can't believe that Mitt Romney would run for president again. He had his chance and blew it in the last weeks of the race.
6251,nurse dallas treated ebola patient thomas duncan allowed fly never allowed real jv ,A nurse in Dallas who treated Ebola patient Thomas Duncan was allowed to fly to Cleveland.She should never have been so allowed! The real JV
6252,words president obama dispensed press conference say want hear stop flights ,"With all of the words President Obama just dispensed at his press conference, he didn't say what we all want to hear,""I'LL STOP THE FLIGHTS"""
6253,think ever run history learn embrace laclippers coach doc rivers ,“I don’t think you should ever run from history. You should learn from it and embrace it.” -@LAClippers Coach Doc Rivers
6254,young entrepreneurs always remember negotiations sometimes best deal make one walk away ,Young entrepreneurs – always remember in negotiations that sometimes the best deal you make is the one you walk away from.
6255,president could make proper website 5b website still work feel safe ebola ,Our president could not make a proper website with $5B. The website still does not work. How can we feel safe about Ebola?!
6256,president obama personal responsibility visit embrace people us contract ebola ,President Obama has a personal responsibility to visit & embrace all people in the US who contract Ebola!
6257,obama still refuses stop flights stubborn plain incompetent say ,Obama still refuses to stop the flights. Is he stubborn or just plain incompetent - I say both!
6258,michelle nunn solid vote obama supports obamacare opposes 2nd amendment vote perduesenate change things ,Michelle Nunn will be a solid vote for  Obama. She supports ObamaCare & opposes 2nd Amendment. Vote for  @Perduesenate to change things!
6259,pay obama travel fundraise millions democrats run lies pay golf ,We pay for Obama's travel so he can fundraise millions so Democrats can run on lies. Then we pay for his golf.
6260,alison grimes protect sanctity obama ballot yet admits voted hillary primary hypocrite vote team mitch ,Alison Grimes will protect the 'sanctity' of her Obama ballot yet admits she voted for Hillary in primary. Hypocrite. Vote @Team_Mitch!
6261,want require dr phil mcgraw ,"If you want more, you have to require more from yourself. -- Dr. Phil McGraw"
6262,jay sea need donaldtrump white house 2016 someone w political agenda wants make country great ,"""@Are_Jay_Sea: We need DonaldTrump in the White House in 2016. Someone w/o political agenda & who just wants to make our country great again"
6263,therealzach49 realdonaldtrump please run 2016 another obama ,"""@TheRealZach49: @realDonaldTrump please run in 2016. We can't have another Obama"""
6264,many problems leadership hopeless top everything else hit 18 trillion debt ,"So many problems in the U.S. and leadership that is hopeless...and now, on top of everything else, we just hit $18 trillion in debt!"
6265,isis ebola spread like wildfire obama administration submitted paper stop climate change aka global warming ,"As ISIS and Ebola spread like wildfire, the Obama administration just submitted a paper on how to stop climate change (aka global warming)."
6266,believe problems difficulties facing president obama spent day playing carter ,"Can you believe that,with all of the problems and difficulties facing the U.S., President Obama spent the day playing golf.Worse than Carter"
6267,never want criticized goodness sake anything new jeff bezos ,"""If you never want to be criticized, for goodness' sake don't do anything new."" -- Jeff Bezos"
6268,alison grimes admit voted obama even embarrassed trust vote team mitch ,"If Alison Grimes can’t admit she voted for Obama, even if she is embarrassed, then you can’t trust her! Vote @Team_Mitch!"
6269,military generals fuming obama boxed isis strategy destined fail sad ,The military generals are fuming at Obama. He has boxed them in against ISIS with a strategy that is destined to fail. Sad!
6270,finished reading poorly written boring book general motors building vicky ward waste time wileybiz ,Just finished reading a poorly written & very boring book on the General Motors Building by Vicky Ward. Waste of time! @WileyBiz
6271,think spent 2 trillion iraq baghdad taken isis ,"Think of this: After we spent $2 trillion on Iraq, Baghdad is about to be taken over by ISIS."
6272,nfl games boring actually glad get bills boring games many flags soft ,"The @nfl games are so boring now that actually, I’m glad I didn’t get the Bills. Boring games, too many flags, too soft!"
6273,even though refused pay ridiculous price buffalo bills would produced winner happen ,"Even though I refused to pay a ridiculous price for the Buffalo Bills, I would have produced a winner. Now that won’t happen."
6274,people buffalo happy terry pegula got team hope better w bills w sabres good luck ,The people of Buffalo should be happy Terry Pegula got the team but I hope he does better w/the Bills than he has w/the Sabres. Good luck!
6275,wow china exports rise 15 september laughing usa ,"Wow, China exports rise 15% in September. They are laughing at USA!"
6276,coxdanimal realdonaldtrump trump president 2016 ,"""@CoxDanimal: @realDonaldTrump TRUMP FOR PRESIDENT #2016"""
6277,bestbergerever agree everything realdonaldtrump said foxandfriends morning put man white house ,"""@BestBergerEver: I agree with everything @realDonaldTrump said on @foxandfriends this morning. Put this man in the White House!"
6278,yod bagholders realdonaldtrump trump 4 president close boarders protect children ,"""@YOD_Bagholders: @realDonaldTrump Trump 4 President! Close the boarders and protect our children!"""
6279,drjamescabot donald handsome speak paltrow loser trump 2016 rock n roll back oval paltrow ,"""@DRJAMESCABOT: Donald you're so handsome... i can speak... Paltrow loser... Trump 2016 rock n roll back in the OVAL not Paltrow"""
6280,nfl games getting boring magnificent imagination event watching much anymore ,"Are NFL games getting boring or is it just my magnificent imagination? In any event, I'm just not watching them much anymore!"
6281,fox friends tomorrow morning ebola isis topics ,I will be on Fox & Friends tomorrow morning at 7.00. Ebola and ISIS will be topics.
6282,forese realdonaldtrump need leader business smarts along mental strength run country agree ,"""@M_Forese: @realDonaldTrump we need a leader with the business smarts along with mental strength to run this country such as you!"" I agree!"
6283,trucksellr2007 150 travelers arriving daily ebola hot zones west africa insanity stoptheflights ,"""@trucksellr2007: 150 travelers arriving daily in the U.S. from the Ebola hot zones of west Africa? This is insanity! #StopTheFlights"
6284,ihunt88 think time realdonaldtrump stands announces running president ,"""@iHunt88: I think it's about time @realDonaldTrump stands up and announces he's running for President."""
6285,know president obama stopping flights ebola torn west africa stubborn stupid care ,"I don't know if President Obama isn't stopping the flights from Ebola torn West Africa because he is stubborn, stupid, or just doesn't care!"
6286,go healthcare worker treated thomas duncan man flew west africa infected ebola caught ,"Here we go - A healthcare worker who treated Thomas Duncan, the man who flew into the U.S. from West Africa infected with Ebola, caught it!"
6287,president obama bring 4000 innocent ill trained soldiers home west africa late stop flights ,"President Obama, NOW, bring our 4000 innocent and ill-trained soldiers home from West Africa, before it is too late, AND STOP THE FLIGHTS!"
6288,realalexgiles favorite building chicago realdonaldtrump thanks ,"""@RealAlexGiles: My favorite building in Chicago @realDonaldTrump pic.twitter.com/BorozzH4Dg"" Thanks."
6289,remember said saddam hussein fell new leader iraq meaner tougher hate even welcome isis ,Remember when I said when Saddam Hussein fell - the new leader of Iraq will be meaner and tougher and hate the U.S. even more. Welcome ISIS!
6290,conservative republican made mistake mrs obama made calling braley wrong name would biggest story ,"If a conservative Republican made the mistake that Mrs. Obama just made by calling Braley by the wrong name, it would be the biggest story!"
6291,michelle obama made terrible mistake iowa endorsing bruce braley large crowd called bruce bailey seven times ,"Michelle Obama made a terrible mistake in Iowa. When endorsing Bruce Braley before a large crowd, she called him Bruce Bailey seven times."
6292,ridiculous starting today new ebola screenings go effect people coming west africa stop flights dummies ,"Isn't it ridiculous, starting today, new Ebola screenings go into effect for people coming from West Africa. Just stop the flights dummies!"
6293,never seen anything like everything touches turns gold nice quote fred son donald ,"""I've never seen anything like it, everything he touches turns to gold!""  So nice, a quote by Fred C.Trump about his son Donald (me!)."
6294,ray chipendo able certain things know impossible donald trump ,"""@ray_chipendo: We are able to do certain things only because we do not know they are impossible. Donald Trump"""
6295,tegodreaux whew finally work say trump nobody loves america donald trump 1 ,"""@tegodreaux: Whew finally off of work...I'll say it again..TRUMP 2016.BECAUSE NOBODY LOVES AMERICA MORE THAN DONALD TRUMP. #1"""
6296,jeremyburns voting trump 2016 need someone kind amazing business sense turn country around trump2016 ,"""@JeremyBurns: I'm voting for Trump in 2016. We need someone with his kind of amazing business sense to turn this country around #Trump2016"""
6297,hattie 42 realdonaldtrump real businessman would lower taxes remove 3000 restrictions businesses go donald ,"""@hattie_42: @realDonaldTrump. A real businessman would lower taxes & remove some 3000 restrictions on businesses. Go Donald!!"""
6298,bgambalie realdonaldtrump run pres automatically win doubt 2016 thanks nothing easy ,"""@BGambalie: @realDonaldTrump if you run for pres, you will automatically win, no doubt. #trump2016"" Thanks, but nothing is easy."
6299,ricolodean run honestly consider moving country without leadership big trouble ,"""@Ricolodean: Mr.Trump, If you don't run I will honestly consider moving out of the country. Without your leadership we are in big trouble."""
6300,michaelsad6 realdonaldtrump time put wharton grad white house trump2016 true ,"""@MichaelSad6: @realDonaldTrump its time to put a Wharton Grad in the White House! #Trump2016"" That is true!"
6301,dejr7 realdonaldtrump keep us suspense r u running pres know soon thanks ,"""@dejr7: @realDonaldTrump don't keep us in suspense, r u running for Pres?"" You will know very soon, thanks!"
6302,notice ebola isis etc obamacare gone back burner despite horrible results coming disaster ,"Do you notice that because of Ebola, ISIS etc., ObamaCare has gone to the back burner despite horrible results coming out. A disaster!"
6303,cgrubb85 realdonaldtrump run screwed trump2016 ,"""@cgrubb85:  If @realDonaldTrump doesn't run we are screwed #Trump2016"""
6304,theovynalek realdonaldtrump nothing like downtown chicago great building sign ,"""@TheoVynalek: @realDonaldTrump nothing like downtown Chicago! pic.twitter.com/Wa5obiQWZY"" Great building and sign!"
6305,rramz1979 realdonaldtrump run us president watch ,"""@rramz1979: @realDonaldTrump Why don't you run for US president?"" Watch."
6306,maxinerunner senscottbrown served army nationalguard 35 yrs honor serve nhpolitics ,"""@Maxinerunner: @SenScottBrown served in Army NationalGuard for 35 yrs with honor & will serve #nhpolitics the same! pic.twitter.com/hNS5m04Z7Z"""
6307,obama control ebola obama like health care plan keep healthcare plan ,"Obama: “I will control Ebola.” = Obama: “If you like your health care plan, you can keep your healthcare plan.”"
6308,wow nfl ratings big league glad get bills rather lucky good ,Wow. @nfl ratings are down big league. Glad I didn't get the Bills. Rather be lucky than good.
6309,nfl ratings continue fall every week keep dropping boring games many flags soft ,The @nfl ratings continue to fall every week and will keep dropping. Boring games--too many flags--too soft!
6310,reason bid buffalobills make sure stayed buffalo belong mission accomplished ,"The only reason I bid on @buffalobills was to make sure they stayed in Buffalo, where they belong. Mission accomplished."
6311,sweat equity valuable equity know business industry better anyone else world mcuban ,"""Sweat equity is the most valuable equity there is. Know your business and industry better than anyone else in the world."" @mcuban"
6312,via theinquisitr americans agree donald trump 58 percent want flights banned ebola outbreak countries ,"Via @theinquisitr: “Americans Agree With Donald Trump, 58 Percent Want Flights Banned From Ebola Outbreak Countries”http://www.inquisitr.com/1529569/americans-agree-with-donald-trump-58-percent-want-flights-banned-from-ebola-outbreak-countries/ …"
6313,obamacare puts poor people form government run single payer health insurance many doctors take avik ,"""Obamacare puts poor people on a form of government run, single-payer health insurance that many doctors don't take"" - @Avik"
6314,obama making ebola problem much worse needs halting flights west africa airport testing joke ,Obama is making the Ebola problem much worse than it needs to be in the U.S. by not halting flights from West Africa. Airport testing a joke
6315,interested balancing work pleasure never succeed ,"If you are interested in balancing work and pleasure, you will never succeed!"
6316,feel sorry 4000 soldiers forced go west africa fight ebola families arms trained ,I feel sorry for the 4000 soldiers who are being forced to go the West Africa to fight Ebola. Their families are up in arms. Not trained.
6317,tens millions dollars airstrikes impact key leaders fled hearing news reports strikes coming dumb ,Tens of millions of dollars in airstrikes had no impact because key leaders fled after hearing ON NEWS REPORTS the strikes were coming. DUMB
6318,china ripping wealth africa yet usual refuses put anything back help ebola let stupid americans sad ,"China is ripping wealth out Africa and yet, as usual, refuses to put anything back to help with Ebola. ""Let the stupid Americans do it!"" SAD"
6319,residential real estate market continues provide opportunities first time home owners buy ,The residential real estate market continues to provide opportunities for first time home owners. Buy now if you can!
6320,cdc chief said ebola spreading faster aids marines preparing pandemic drill stop flights west africa ,The CDC chief just said Ebola is spreading faster than Aids. Marines are preparing for a pandemic drill. Stop all flights from West Africa!
6321,obama send troops fight jihadists yet sends liberia contract ebola delusional failure ,"Obama won’t send troops to fight jihadists, yet sends them to Liberia to contract Ebola. He is a delusional failure."
6322,via mediaite forza desiderio donald trump blasts obama ebola sending troops ,Via @Mediaite by forza_desiderio: “Donald Trump Blasts Obama on Ebola: Why Are You Sending Troops?”http://www.mediaite.com/online/donald-trump-and-others-blast-obama-on-ebola-why-are-you-sending-troops/ …
6323,congratulations piersmorgan new position editor large united states mailonline apprentice champ ,Congratulations to @piersmorgan on his new position as Editor-at-Large for the United States of @MailOnline! My Apprentice champ!
6324,admit alexsalmond tough smart guy formidable standard ,"I have to admit @AlexSalmond is a tough, smart guy. He is formidable by any standard!"
6325,great news ireland clare county council turned massive windfarm near hotel golf course ,Great news from Ireland—Clare County Council turned down massive windfarm near my hotel & golf course in Doonbeg.pic.twitter.com/oSvVFgM70M
6326,trumpvlog brave soldiers catch ebola ,#TrumpVlog Will our brave soldiers catch Ebola? http://instagram.com/p/t7_B0JGhbs/ 
6327,right 4000 troops stupidly heading west africa help fight help china russia wealthy african oil nations ,"Right now 4000 U.S. troops are stupidly heading to West Africa to help fight Ebola.No help from China, Russia or wealthy African oil nations"
6328,way get started quit talking begin walt disney ,“The way to get started is to quit talking and begin doing.” – Walt Disney
6329,spending fortunes airports checking people coming west africa uncertain results stop flights dumb b ,"The U.S. is spending fortunes at airports checking people coming in from West Africa, with uncertain results. STOP THE FLIGHTS YOU DUMB B's!"
6330,little reported event china overtaken united states number one world economic power great going washington ,"In a little reported event, China has just overtaken the United States as the NUMBER ONE World economic power! Great going Washington!"
6331,even jimmy carter released statement saying obama clue new low ,Even Jimmy Carter just released a statement saying that Obama doesn't have a clue. That has to be a new low!
6332,rupertsuren realdonaldtrump crazycatkid us airport staff strike flights affected countries stop ,"""@RupertSuren: @realDonaldTrump @crazycatkid US airport staff should strike if flights to & from affected countries do not stop"""
6333,eveningexpress aberdeenshire first five star hotel revealed realdonaldtrump best ,"""@EveningExpress: Aberdeenshire's first five-star hotel revealed http://fw.to/CNW7CXf  @realDonaldTrump pic.twitter.com/YGpIk0xuHO"" The best!"
6334,obama stop flights west africa late see happening thick stupid ,"Obama, stop the flights to and from West Africa NOW - before it is too late! Can't you see what's happening? Can you be that thick (stupid)?"
6335,believe fool dr thomas frieden cdc stated anyone fever asked west africa dope ,"Can you believe this fool, Dr. Thomas Frieden of CDC, just stated, ""anyone with fever should be asked if they have been in West Africa"" DOPE"
6336,otcgiant realdonaldtrump country leaders listened thanks ebola household name america ,"""@otcgiant: @realDonaldTrump Our Country's ""leaders"" should have listened to you. Thanks to them, Ebola is now a household name in America."""
6337,safirepublicity realdonaldtrump please run president got vote thanks ,"""@SafirePublicity: @realDonaldTrump Will you PLEASE run for President ??????? You've got our vote!"" Thanks."
6338,hmunjal donaldtrump via amspec jeffrey lord donald trump right ebola donald always right ,"""@HMunjal: ""DonaldTrump: Via @AmSpec BY Jeffrey Lord: “Donald Trump was right on Ebola” http://spectator.org/blog/60590/donald-trump-was-right-ebola …"" The Donald is always right!"""
6339,american fights isis passport revoked take gitmo interrogation ,Any American who fights with ISIS should have their passport revoked. Take them to Gitmo for interrogation.
6340,fight isis starts border least 10 isis caught crossing mexico border build wall ,The fight against ISIS starts at our border. ‘At least’ 10 ISIS have been caught crossing the Mexico border. Build a wall!
6341,entrepreneurs see victorious look solution problem ,"Entrepreneurs: See yourself as victorious. Look at the solution, not the problem."
6342,stop flights ,Stop the flights! http://instagram.com/p/t5q1IzmhUI/ 
6343,today put objectives reduce tomorrow achievements henry banks ,“Today's put-off objectives reduce tomorrow's achievements.” - Henry Banks
6344,isis advancing even obama airstrikes obama disengaged making middle east even dangerous ,ISIS is advancing even against Obama’s airstrikes. Obama is disengaged and making the Middle East even more dangerous.
6345,obamacare premiums continue rise bend cross curve back end website even work ,Obamacare premiums continue to rise and bend up the cross curve. And the back-end of the website does not even work.
6346,work underway first new trump course dubai second course planning via cybergolfnews ,"""Work Underway on First New Trump Course in Dubai; Second Course in Planning"" http://www.cybergolf.com/golf_news/work_underway_on_first_new_trump_course_in_dubai_second_course_in_planning … via @CybergolfNews"
6347,scottgumbleton trump int l golf links scotland voted best course planet american academy hospitality sciences ,"""@scottgumbleton: Trump Int'l Golf Links, Scotland,  voted best course on the planet by American Academy of Hospitality Sciences"
6348,obama looking like incompetent fool handling war china russia helping gain much ,Obama is looking like an incompetent fool in the handling of the war against.ISIS! Why isn't China and Russia helping - they gain so much!
6349,relentless often would think sheer persistence difference success failure never give ,"I was relentless because, more often than you would think, sheer persistence is the difference between success and failure. NEVER GIVE UP!"
6350,via ibdeditorials americans label obama presidency failure ,Via @IBDeditorials: “Most Americans Label Obama Presidency A Failure”http://news.investors.com/ibd-editorials-polls/100614-720467-most-americans-label-obama-presidency-a-failure.htm …
6351,usmc andrew tahmooressi freed immediately never jailed first place weak leaders freeourmarine ,USMC Andrew Tahmooressi should be freed immediately. He never should have been jailed in the first place. Weak leaders. #FreeOurMarine
6352,put ad real estate executive hard work low pay mean boss ,"Just put in ad for a real estate executive: “Hard work, low pay, mean boss!”"
6353,scott marx realdonaldtrump agree 100 please run president save country trump2016 ,"""@Scott__Marx: @realDonaldTrump I agree 100%! Please run for president and save this country! #Trump2016"""
6354,vinnie vegas 76 donald run president run usa like run businesses usa would better place ,"""@Vinnie_Vegas_76:Donald why don't you run for president. If you run the USA like you run your businesses, the USA would be a better place."""
6355,despite ever increasing ebola disaster obama refuses stop flights west almost like saying f public ,"Despite the ever increasing Ebola disaster, Obama refuses to stop flights from West Africa.It's almost like he's saying F-you to U.S. public"
6356,hilight watched gretawire great interview always please run president realdonaldtrump ,"""@Hilight: Just watched you on @gretawire Great interview as always! Please run for President!!! :) @realDonaldTrump"""
6357,obama missed 58 intelligence briefings president make 100 fundraisers ,Obama has missed 58% of his intelligence briefings. But our president does make 100% of his fundraisers.
6358,record gretawire tonight 7 pm ,I will be on On The Record @gretawire tonight at 7 PM
6359,via dailycaller neilmunrodc trump wants ebola travel ban ,Via @DailyCaller by @NeilMunroDC: “Trump Wants Ebola Travel Ban”http://dailycaller.com/2014/10/06/trump-wants-ebola-travel-ban/ …
6360,congrats janineturner new book little bit vulnerable breath fresh air political forum ,"Congrats @JanineTurner on new book ""A Little Bit Vulnerable"" you're a breath of fresh air in the political forum http://amzn.to/1vHbmHo "
6361,umpirerobert realdonaldtrump one nyc soho yes called trump soho ,"""@UmpireRobert: @realDonaldTrump is this one yours?? #nyc #soHo pic.twitter.com/lDq59Zyos1""  Yes, it's called Trump Soho!"
6362,fox friends foxandfriends fighting ebola topic ,I will be on Fox & Friends (@foxandfriends) at 7.00. Fighting Ebola will be a topic!
6363,going watching much nfl football anymore time consuming boring many flags soft focus things ,"I'm not going to be watching much NFL football anymore. Too time consuming, too boring, too many flags and too soft. Focus on other things!"
6364,hell obama allowing potentially sick people continue entering stupid arrogant ,What the hell is Obama doing in allowing all of these potentially very sick people to continue entering the U.S.! Is he stupid or arrogant?
6365,jets time quarterback change ,The Jets just don't have it. Time for a quarterback change!
6366,robertundefined realdonaldtrump needs president ,"""@RobertUndefined: This is where @realDonaldTrump needs to be the President."""
6367,wdobrovich realdonaldtrump really need person like lead country 2016 ,"""@WDobrovich: @realDonaldTrump we really need a person like you to lead our country #trump2016"""
6368,president obama idea pretend west africa israel able stop ebola area flights ,"President Obama, I have an idea! Pretend that West Africa is Israel and then you will be able to stop the Ebola area flights."
6369,president obama close flights ebola infected areas right late hell wrong ,"President Obama - close down the flights from Ebola infected areas right now, before it is too late! What the hell is wrong with you?"
6370,fredsmith433 realdonaldtrump please run president ,"""@fredsmith433: @realDonaldTrump Please run for president"""
6371,something important indeed society changing may come ebola epidemic good thing shaking hands ,"Something very important, and indeed society changing, may come out of the Ebola epidemic that will be a very good thing: NO SHAKING HANDS!"
6372,ebola patient thomas duncan fraudulently entered signing false papers causing havoc lives prosecute ,"This Ebola patient Thomas Duncan, who fraudulently entered the U.S. by signing false papers, is causing havoc. If he lives, prosecute!"
6373,intheelections realdonaldtrump advice run president ,"""@InTheElections: @realDonaldTrump My advice: run for president!"""
6374,ebola non contagious come nbc cameraman caught quickly west africa behaving foolishly ,"If Ebola is so non-contagious, how come an NBC cameraman caught it so quickly while over in West Africa? U.S. is behaving very foolishly!"
6375,believe president obama still stopped flights people pouring west africa terrible president ,Can you believe that President Obama still hasn't stopped the flights and people pouring into the U.S. from West Africa. TERRIBLE PRESIDENT!
6376,damienduplantis realdonaldtrump president ,"""@DamienDuplantis: @realDonaldTrump For President """
6377,really interesting president obama quick shut flights isreal totally unwilling shut flights west africa ,"Really interesting, President Obama was quick to shut down flights to Isreal but is totally unwilling to shut down flights from West Africa!"
6378,saw michael jordan ray allen today playing golf trump national doral blue monster great guys ,"Saw Michael Jordan and Ray Allen today playing golf at Trump National Doral, the Blue Monster. Great guys!"
6379,ebola patient duncan lied exit papers saying never came contact person ebola knew person died ,"Ebola patient Duncan lied on his exit papers by saying he never came into contact with a person with Ebola. He knew he did, and person died."
6380,incompetent leaders allowing ebola infected people come country problems danger entailed ,How incompetent are our leaders allowing these Ebola infected people to come into our country with all of the problems and danger entailed!
6381,ebola patient came country knew exactly came contact 100 go told ,The Ebola patient who came into our country knew exactly what he was doing. Came into contact with over 100 people.Here we go-I told you so!
6382,brand new hotel trump national doral beautiful rooms suites miami enjoy ,The brand new hotel at Trump National Doral has the most beautiful rooms and suites in Miami.  Enjoy!
6383,ebola much easier transmit cdc government representatives admitting spreading africa fast stop flights ,Ebola is much easier to transmit than the CDC and government representatives are admitting. Spreading all over Africa-and fast. Stop flights
6384,successcoaching rt realdonaldtrump success worry every damn thing world except money johnny cash ,"""@SuccessCoaching: RT @realDonaldTrump ""Success is having to worry about every damn thing in the world, except money."" - Johnny Cash"""
6385,millions country unemployed yet wasting millions arming syrian rebels wrong washington ,We have millions in our country unemployed yet we are wasting millions arming Syrian ‘rebels.’ What is wrong with Washington?!
6386,obama attend fundraiser every day bothered get briefed national security commander chief ,Obama can attend a fundraiser every day but can’t be bothered to get briefed on national security. Commander-in-Chief?!
6387,national security starts border think isis al qaeda middle east ,Our national security starts at the border. Do you think ISIS & al-Qaeda are just in the Middle East?
6388,abc television allowed show entitled blackish imagine furor show whiteish racism highest level ,"How is ABC Television allowed to have a show entitled ""Blackish""? Can you imagine the furor of a show, ""Whiteish""! Racism at highest level?"
6389,stop flights west africa immediately ,Stop flights into the U.S. from West Africa immediately!
6390,woman secret service director looks like way president appoint best brightest ,The woman who is the Secret Service Director looks like she is way over her head.Why can't the president appoint the best and the brightest?
6391,jrhennessy one man trust fight isis right realdonaldtrump good choice thanks ,"""@jrhennessy: There's only one man I'd trust to fight ISIS. That's right: @realDonaldTrump""  Good choice, thanks."
6392,andrewl1234 realdonaldtrump pulling nighter library studying hopefully half much one day great ,"""@andrewl1234: .@realDonaldTrump I'm pulling an all nighter in the library studying so I can hopefully do half as much as you one day"" Great"
6393,lexitb1993 seriously need realdonaldtrump president trumpforpresident ,"""@lexiTB1993: We seriously need @realDonaldTrump for president. # TrumpForPresident"""
6394,drizzydan needs realdonaldtrump moment thank ,"""@DrizzyDan_: The U.S. needs @realDonaldTrump at this moment"" Thank you."
6395,kimgt15 realdonaldtrump run president save us ,"""@kimgt15: @realDonaldTrump RUN FOR PRESIDENT! Save us!"""
6396,united states must immediately institute strong travel restrictions ebola united states plague like ,The United States must immediately institute strong travel restrictions or Ebola will be all over the United States-a plague like no other!
6397,dumb president send thousands poorly trained ill equipped soldiers west africa fight ebola stop flights ,How dumb is our president to send thousands of poorly trained and ill-equipped soldiers over to West Africa to fight Ebola. Stop all flights
6398,chasehassey realdonaldtrump donald trump president please run one defeat thank ,"""@ChaseHassey: @realDonaldTrump DONALD TRUMP FOR PRESIDENT! Please run. No one will defeat you."" Thank you!"
6399,go stated long ago cancel flights west africa ebola get worse ,"Here we go! I stated long ago that we should cancel all flights from West Africa. Now we have Ebola in U.S., AND IT WILL ONLY GET WORSE!"
6400,president obama stay hong kong protests enough problems country even properly police white house ,"President Obama should stay out of the Hong Kong protests, we have enough problems in our own country!Can't even properly police White House"
6401,fact obama read intelligence briefings get briefed person cia dod busy guess ,Fact--Obama does not read his intelligence briefings nor does he get briefed in person by the CIA or DOD. Too busy I guess!
6402,via newsmax media wandacarruthers trump inconceivable obama know isis threat ,"Via @Newsmax_Media by @wandacarruthers: ""Trump: 'Inconceivable' Obama didn't know about ISIS threat""
  http://www.newsmax.com/Newsfront/Obama-Trump-ISIS/2014/09/29/id/597490/ …"
6403,keep momentum without momentum lot great ideas go nowhere ,"Keep your momentum. Without momentum, a lot of great ideas go nowhere."
6404,realized success requires 100 effort 100 focus nothing less get go ,I've realized that success requires 100% effort and 100% focus. Nothing less. Get out there and go for it.
6405,ian saw donald trump lifestyles rich famous man must drink fountain youth ,"""@__________IAN: I saw Donald Trump on Lifestyles of the Rich and Famous when I was 4.That man must of had a drink ->fountain of youth."
6406,obama saluted marine cup coffee hand hell exit heli holding coffee ,"It wasn't only that Obama saluted a Marine with a cup of coffee in his hand, but why the hell does he have to exit a heli holding coffee?"
6407,tizrobbie stunning hotel great work realdonaldtrump thank ,"""@Tizrobbie: What a stunning hotel! Great work! @realDonaldTrump pic.twitter.com/MCePJwuG1U""  Thank you!"
6408,cortneykahrs know two random people celebrity gets ton tweets trying nice ,"""@CortneyKahrs:Why should Mr.Trump know who two random people are. He's a celebrity. He gets a ton of tweets and was just trying to be nice."
6409,jeanne shaheen wants amnesty illegals placed deciding vote obamacare opposes 2nd amendment vote november ,"Jeanne Shaheen wants amnesty for illegals, placed the deciding vote for  ObamaCare & opposes the 2nd Amendment. Vote her out in November!"
6410,obama destroy isis obama like healthcare plan keep plan ,"Obama:“I will destroy ISIS” = Obama: “If you like your healthcare plan, you can keep your plan.”"
6411,runaway obamacare spending cost democrats via bloombergview lanheechen ,“Runaway Obamacare Spending Will Cost Democrats” http://www.bloombergview.com/articles/2014-09-26/runaway-obamacare-spending-will-cost-democrats … via @BloombergView by @lanheechen
